,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Country
77,Nyírbéltek,47.7,22.13,59.36,88,0,4.7,1599964606,HU
78,Mataura,-46.19,168.86,48.0,97,100,3.0,1599964606,NZ
79,Saint Paul Harbor,57.79,-152.41,59.0,54,1,6.93,1599964607,US
80,Palmer,42.16,-72.33,52.12,93,0,3.31,1599964483,US
81,Khorinsk,52.17,109.77,53.02,88,100,1.12,1599964607,RU
82,Cidreira,-30.18,-50.21,63.63,94,100,13.6,1599964608,BR
83,Boguchany,58.38,97.45,54.86,63,90,4.63,1599964608,RU
84,Paamiut,61.99,-49.67,37.29,71,81,8.84,1599964608,GL
85,Provideniya,64.38,-173.3,45.5,70,82,15.3,1599964609,RU
86,Lamar,33.67,-95.58,74.03,88,1,3.36,1599964609,US
87,Kulhudhuffushi,6.62,73.07,81.61,79,94,11.65,1599964610,MV
88,Nemuro,43.32,145.57,59.0,72,75,12.75,1599964610,JP
89,Beringovskiy,63.05,179.32,48.38,92,100,34.23,1599964610,RU
90,Eureka,40.8,-124.16,54.41,100,22,6.82,1599964611,US
91,Hithadhoo,-0.6,73.08,82.85,69,98,8.28,1599964611,MV
92,Da Lat,11.95,108.44,77.13,63,57,0.16,1599964611,VN
93,Bathsheba,13.22,-59.52,80.6,88,20,5.82,1599964612,BB
94,Kolāras,25.23,77.6,82.94,67,5,3.74,1599964612,IN
95,Puri,19.8,85.85,84.2,89,40,6.93,1599964612,IN
96,Qaanaaq,77.48,-69.36,25.18,86,95,9.53,1599964613,GL
97,Alofi,-19.06,-169.92,77.0,69,22,13.87,1599964613,NU
98,Bhawānipatna,19.9,83.17,82.31,78,89,2.04,1599964614,IN
99,Faanui,-16.48,-151.75,78.98,76,80,9.64,1599964614,PF
100,Shenjiamen,29.96,122.3,77.4,71,100,9.28,1599964615,CN
101,Bukowno,50.26,19.46,56.34,98,0,3.44,1599964358,PL
102,Kruisfontein,-34.0,24.73,66.0,42,97,1.01,1599964615,ZA
103,Broome,42.25,-75.83,60.04,77,90,8.05,1599964615,US
104,Maragogi,-9.01,-35.22,72.88,83,4,10.89,1599964616,BR
105,Piracuruca,-3.93,-41.71,76.26,75,84,4.59,1599964616,BR
106,Ribeira Grande,38.52,-28.7,71.11,77,49,8.81,1599964616,PT
107,Slobidka,47.89,29.35,54.86,46,0,2.19,1599964617,UA
108,Tonekābon,36.82,50.87,73.4,83,20,4.7,1599964617,IR
109,Bytosh',53.82,34.09,42.8,87,11,6.71,1599964618,RU
110,Katsuura,35.13,140.3,80.26,76,58,3.0,1599964618,JP
111,Bambous Virieux,-20.34,57.76,68.0,88,40,2.24,1599964618,MU
112,Sosnovo-Ozerskoye,52.52,111.54,55.02,84,86,13.69,1599964619,RU
113,Arraial do Cabo,-22.97,-42.03,72.57,83,7,30.02,1599964619,BR
114,Jinchang,38.5,102.17,65.53,36,60,5.37,1599964620,CN
115,Aksu,41.12,80.26,71.15,38,0,3.47,1599964620,CN
116,Nong Chik,6.84,101.18,82.26,75,100,8.99,1599964621,TH
117,Port Hedland,-20.32,118.57,93.2,16,0,17.22,1599964621,AU
118,Mahébourg,-20.41,57.7,68.0,88,40,2.24,1599964621,MU
119,Ostrovnoy,68.05,39.51,48.96,92,100,10.94,1599964622,RU
120,Beira,-19.84,34.84,73.2,83,40,6.93,1599964622,MZ
121,La Ronge,55.1,-105.28,46.4,75,75,9.17,1599964623,CA
122,Hare Bay,48.85,-54.01,48.11,87,20,10.29,1599964623,CA
123,Sudak,44.85,34.97,69.58,67,5,14.07,1599964624,UA
124,Xiaoyi,34.62,109.7,79.29,51,41,6.26,1599964624,CN
125,Vestmanna,62.16,-7.17,46.4,87,99,8.05,1599964624,FO
126,Cape Town,-33.93,18.42,55.35,93,75,18.34,1599964334,ZA
127,Batagay,67.63,134.63,59.13,42,96,1.95,1599964625,RU
128,Raudeberg,61.99,5.14,52.0,84,100,35.32,1599964625,NO
129,Zaplavnoye,48.7,45.02,50.92,66,0,8.95,1599964626,RU
130,Boyolangu,-8.12,111.89,83.14,59,99,11.23,1599964626,ID
131,Denpasar,-8.65,115.22,86.0,74,40,13.87,1599964343,ID
132,Port Lincoln,-34.73,135.87,59.36,58,0,11.23,1599964627,AU
133,Vredendal,-31.67,18.5,59.38,80,98,15.66,1599964627,ZA
134,Ilulissat,69.22,-51.1,30.2,68,0,1.12,1599964628,GL
135,Kiryat Gat,31.61,34.76,73.24,9,0,0.4,1599964628,IL
136,Gambēla,8.25,34.58,67.75,88,17,3.49,1599964628,ET
137,Anloga,5.79,0.9,73.4,94,40,4.7,1599964629,GH
138,Tuktoyaktuk,69.45,-133.04,32.0,90,90,8.05,1599964629,CA
139,Revelstoke,50.98,-118.2,66.2,72,1,2.24,1599964630,CA
140,Samarai,-10.62,150.67,77.49,74,15,11.61,1599964630,PG
141,Saint-Philippe,-21.36,55.77,57.83,59,40,8.05,1599964630,RE
142,Ghoti,19.72,73.62,73.92,92,81,7.85,1599964631,IN
143,Gisborne,-38.65,178.0,58.8,49,0,6.22,1599964631,NZ
144,Makakilo City,21.35,-158.09,84.83,58,90,9.17,1599964632,US
145,Conakry,9.54,-13.68,80.6,88,40,9.17,1599964632,GN
146,Avera,33.19,-82.53,76.33,100,1,6.93,1599964632,US
147,Yar-Sale,66.83,70.83,50.38,91,100,5.57,1599964633,RU
148,Takaoka,36.75,137.02,75.94,94,75,2.24,1599964633,JP
149,Aklavik,68.22,-135.01,33.8,64,90,9.17,1599964633,CA
150,Pangnirtung,66.15,-65.71,35.26,83,0,1.7,1599964634,CA
151,Tungor,53.38,142.96,64.98,46,0,1.57,1599964634,RU
152,Westport,41.14,-73.36,60.98,55,1,11.41,1599964506,US
153,Poum,-20.23,164.02,72.82,73,64,17.78,1599964635,NC
154,Hofn,64.25,-15.21,43.93,65,0,14.67,1599964635,IS
155,Klaksvík,62.23,-6.59,46.4,87,100,8.05,1599964636,FO
156,Sāveh,35.02,50.36,67.68,46,0,1.3,1599964636,IR
157,Tura,25.52,90.22,77.72,95,100,2.77,1599964637,IN
158,Cockburn Town,21.46,-71.14,83.68,72,23,12.97,1599964393,TC
159,Deputatsky,69.3,139.9,52.61,48,100,2.68,1599964638,RU
160,Mehamn,71.04,27.85,45.1,79,100,6.78,1599964638,NO
161,Anta,25.15,76.3,85.15,61,43,1.86,1599964639,IN
162,Saint George,37.1,-113.58,89.6,8,1,2.15,1599964565,US
163,Grindavik,63.84,-22.43,46.4,70,90,12.75,1599964639,IS
164,Cabo San Lucas,22.89,-109.91,82.45,78,40,4.7,1599964640,MX
165,Hobyo,5.35,48.53,78.01,79,96,24.79,1599964640,SO
166,Dutse,11.76,9.34,72.91,86,58,7.65,1599964641,NG
167,Adrar,20.5,-10.07,88.54,40,55,10.13,1599964641,MR
168,Pauini,-7.71,-66.98,79.03,62,11,0.76,1599964641,BR
169,Wattegama,6.8,81.48,78.8,100,40,6.93,1599964642,LK
170,Husavik,66.04,-17.34,39.2,86,90,9.17,1599964642,IS
171,Daman,20.42,72.85,81.46,86,62,11.95,1599964642,IN
172,Safi,32.3,-9.24,68.67,87,100,2.91,1599964643,MA
173,Margate,51.38,1.39,57.36,92,69,13.42,1599964643,GB
174,Ushibukamachi,32.19,130.02,80.47,67,9,3.27,1599964643,JP
175,Constitución,-35.33,-72.42,48.43,79,2,10.98,1599964644,CL
176,High Level,58.52,-117.14,48.2,76,75,2.8,1599964644,CA
177,Vikulovo,56.82,70.61,54.3,85,100,4.29,1599964645,RU
178,Guilin,25.28,110.29,78.8,69,75,6.71,1599964409,CN
179,Petropavlovsk-Kamchatskiy,53.05,158.65,64.4,42,85,11.18,1599964646,RU
180,Vaini,-21.2,-175.2,71.6,73,75,12.75,1599964646,TO
181,Port Augusta,-32.5,137.77,61.7,59,13,17.22,1599964646,AU
182,Los Llanos de Aridane,28.66,-17.92,73.4,73,90,3.36,1599964647,ES
183,Asău,46.43,26.4,59.0,80,0,3.65,1599964647,RO
184,Port-Gentil,-0.72,8.78,76.5,84,100,16.08,1599964648,GA
185,Goderich,43.75,-81.72,68.34,89,96,1.99,1599964648,CA
186,Coyhaique,-45.58,-72.07,35.6,93,40,5.82,1599964649,CL
187,Cabedelo,-6.98,-34.83,73.4,83,20,4.7,1599964649,BR
188,Santa Cruz Cabrália,-16.28,-39.02,75.2,73,40,12.75,1599964650,BR
189,Abu Kamal,34.45,40.92,80.17,18,0,4.27,1599964650,SY
190,George Town,5.41,100.34,79.45,78,40,10.29,1599964650,MY
191,Great Bend,38.36,-98.76,67.33,64,1,5.82,1599964651,US
192,Inírida,3.87,-67.92,75.18,89,73,1.81,1599964651,CO
193,Yellowknife,62.46,-114.35,43.02,93,90,5.82,1599964651,CA
194,Hobbs,32.7,-103.14,71.8,35,1,5.82,1599964652,US
195,Mar del Plata,-38.0,-57.56,50.11,66,0,13.87,1599964543,AR
196,Gigmoto,13.78,124.39,86.56,65,65,2.75,1599964652,PH
197,Saint Anthony,45.02,-93.22,58.48,77,90,5.19,1599964653,US
198,Khatanga,71.97,102.5,55.09,65,52,7.0,1599964653,RU
199,Nantucket,41.28,-70.1,59.94,82,1,8.05,1599964458,US
200,Novochernorechenskiy,56.27,91.08,54.91,62,2,3.0,1599964654,RU
201,Ilām,26.92,87.92,80.6,88,75,2.24,1599964654,NP
202,Monte Patria,-30.69,-70.95,59.68,52,0,0.76,1599964655,CL
203,Prince Rupert,54.32,-130.32,57.2,87,90,2.24,1599964484,CA
204,Boundiali,9.52,-6.49,70.23,97,100,2.59,1599964655,CI
205,Kavieng,-2.57,150.8,84.04,77,61,13.73,1599964656,PG
206,Labuhan,-6.88,112.21,88.3,51,83,5.26,1599964656,ID
207,Leer,8.3,30.14,70.34,94,83,3.22,1599964656,SS
208,Christchurch,-43.53,172.63,59.41,62,97,3.36,1599964657,NZ
209,Vila Velha,-20.33,-40.29,73.56,88,26,5.82,1599964657,BR
210,Dingle,11.0,122.67,86.94,70,59,5.41,1599964658,PH
211,Caravelas,-17.71,-39.25,70.97,86,0,6.53,1599964658,BR
212,Burns Lake,54.23,-125.75,55.56,55,100,1.59,1599964658,CA
213,Faya,18.39,42.45,61.7,27,25,2.39,1599964659,SA
214,Aberdeen,57.14,-2.1,53.26,93,100,8.05,1599964659,GB
215,Pallasovka,50.05,46.88,51.8,72,0,6.35,1599964659,RU
216,Kieta,-6.22,155.63,85.64,65,7,5.46,1599964660,PG
217,Ust'-Omchug,61.15,149.63,52.93,43,0,9.57,1599964660,RU
218,Harar,9.31,42.13,57.25,87,32,5.82,1599964661,ET
219,Mahon,39.89,4.27,71.6,94,68,8.05,1599964661,ES
220,Okhotsk,59.38,143.3,65.12,44,2,7.14,1599964662,RU
221,Esperance,-33.87,121.9,62.6,67,75,5.82,1599964662,AU
222,Chokurdakh,70.63,147.92,58.05,44,0,5.39,1599964663,RU
223,Leningradskiy,69.38,178.42,48.02,67,0,6.89,1599964663,RU
224,Manado,1.49,124.85,78.8,88,40,2.24,1599964464,ID
225,Astoria,46.19,-123.83,55.94,93,90,4.7,1599964664,US
226,Buala,-8.14,159.59,85.15,70,31,5.28,1599964664,SB
227,Namatanai,-3.67,152.43,83.3,78,96,11.72,1599964664,PG
228,Malbork,54.04,19.03,54.0,100,90,7.87,1599964665,PL
229,Umm Kaddadah,13.6,26.69,77.0,71,100,14.32,1599964665,SD
230,Hirara,24.8,125.28,82.4,83,75,6.93,1599964666,JP
231,Nelson Bay,-32.72,152.15,75.02,38,100,17.22,1599964666,AU
232,Araouane,18.9,-3.53,93.42,28,21,8.68,1599964667,ML
233,Khandyga,62.67,135.6,61.95,50,100,1.95,1599964667,RU
234,Muisne,0.6,-80.03,74.01,88,100,9.4,1599964668,EC
235,Watari,38.03,140.85,73.4,78,75,5.82,1599964668,JP
236,Whitianga,-36.83,175.7,60.01,67,1,8.01,1599964668,NZ
237,Bredasdorp,-34.53,20.04,57.2,87,95,4.7,1599964669,ZA
238,Betioky,-23.72,44.38,65.19,90,0,8.63,1599964669,MG
239,Lompoc,34.64,-120.46,59.47,93,75,6.93,1599964670,US
240,Mayuge,0.46,33.48,65.55,86,70,6.64,1599964670,UG
241,Kirakira,-10.45,161.92,84.83,69,2,7.4,1599964671,SB
242,Hearst,49.68,-83.67,55.98,97,100,8.01,1599964671,CA
243,Kapit,2.02,112.93,83.55,83,91,0.22,1599964671,MY
244,Coruripe,-10.13,-36.18,73.15,79,0,11.56,1599964672,BR
245,Esso,55.93,158.7,42.28,74,100,18.99,1599964672,RU
246,Lorengau,-2.02,147.27,85.68,72,55,13.49,1599964673,PG
247,Half Moon Bay,37.46,-122.43,65.17,100,90,5.82,1599964673,US
248,Hong Kong,22.29,114.16,84.99,80,100,5.99,1599964524,HK
249,Haisyn,48.81,29.39,55.02,47,3,3.2,1599964674,UA
250,Torbay,47.67,-52.73,52.3,81,90,9.17,1599964674,CA
251,Aspindza,41.57,43.25,60.42,53,0,5.14,1599964643,GE
252,Telimele,10.92,-13.33,69.22,100,86,2.82,1599964675,GN
253,Hanyang,32.14,105.51,64.9,91,100,0.36,1599964675,CN
254,Kashgar,39.45,75.98,66.2,48,0,4.47,1599964675,CN
255,Grande Prairie,55.17,-118.8,51.8,66,90,9.17,1599964617,CA
256,Letterkenny,54.95,-7.73,59.47,89,100,16.55,1599964676,IE
257,Okha,53.57,142.95,62.98,48,0,2.08,1599964676,RU
258,Tilichiki,60.47,166.1,48.4,71,94,28.21,1599964677,RU
259,Pacific Grove,36.62,-121.92,57.06,97,17,1.86,1599964429,US
260,Champerico,14.3,-91.92,66.36,94,97,5.73,1599964677,GT
261,Peruíbe,-24.32,-47.0,68.54,91,71,6.24,1599964678,BR
262,Diamantino,-14.41,-56.45,79.77,25,0,6.42,1599964678,BR
263,Barranca,-10.75,-77.77,57.87,92,15,5.03,1599964678,PE
264,Necochea,-38.55,-58.74,50.0,42,0,10.0,1599964679,AR
265,Bubaque,11.28,-15.83,79.43,84,95,9.06,1599964679,GW
266,Agua Dulce,18.13,-94.13,79.12,89,100,10.27,1599964680,MX
267,Kozhva,65.11,57.05,43.3,92,100,7.45,1599964680,RU
268,Batemans Bay,-35.72,150.18,58.6,74,100,8.99,1599964680,AU
269,Flin Flon,54.77,-101.86,44.04,91,95,5.68,1599964681,CA
270,Ballina,-28.87,153.57,69.22,64,90,6.93,1599964681,AU
271,Touros,-5.2,-35.46,69.8,94,20,3.36,1599964589,BR
272,Alice Springs,-23.7,133.88,84.2,8,0,9.17,1599964682,AU
273,Saurimo,-9.66,20.39,65.77,31,42,5.21,1599964682,AO
274,Lebu,-37.62,-73.65,46.6,80,30,9.13,1599964683,CL
275,Iqaluit,63.75,-68.51,38.21,86,75,5.82,1599964683,CA
276,Olafsvik,64.89,-23.71,42.49,77,100,18.95,1599964683,IS
277,Manokwari,-0.87,134.08,85.71,68,92,8.72,1599964683,ID
278,Castro,-24.79,-50.01,66.72,40,0,3.22,1599964684,BR
279,Yonibana,8.44,-12.24,71.19,98,60,0.96,1599964684,SL
280,Sterling,39.01,-77.43,65.52,72,90,10.29,1599964684,US
281,Pampa,35.54,-100.96,70.09,49,1,4.7,1599964685,US
282,Iraray,8.99,118.05,86.11,69,96,3.6,1599964685,PH
283,Coquimbo,-29.95,-71.34,55.09,75,0,2.66,1599964685,CL
284,Lüderitz,-26.65,15.16,59.65,79,96,14.45,1599964686,NA
285,Le Port,-20.94,55.29,58.6,68,20,9.17,1599964686,RE
286,São João da Barra,-21.64,-41.05,72.9,84,0,25.01,1599964686,BR
287,Verkhnyaya Inta,65.98,60.31,43.65,88,41,9.78,1599964687,RU
288,High Rock,26.62,-78.28,83.37,75,100,15.05,1599964687,BS
289,Blagoyevo,63.37,47.92,44.64,93,98,9.35,1599964688,RU
290,Port Elizabeth,-33.92,25.57,68.0,37,93,6.93,1599964599,ZA
291,Sitka,57.05,-135.33,59.0,58,75,8.05,1599964688,US
292,Luba,3.46,8.55,75.2,100,75,5.82,1599964688,GQ
293,Melito di Porto Salvo,37.92,15.77,75.4,78,75,5.82,1599964689,IT
294,Yurginskoye,56.82,67.39,51.66,84,100,3.58,1599964689,RU
295,Kawalu,-7.38,108.21,76.78,75,96,5.14,1599964689,ID
296,Hunchun,42.87,130.36,55.04,90,100,4.99,1599964690,CN
297,Burgersdorp,-31.0,26.33,56.57,37,5,12.97,1599964690,ZA
298,Ōzu,33.5,132.55,81.34,74,75,5.82,1599964691,JP
299,Tautira,-17.73,-149.15,82.4,69,40,10.29,1599964691,PF
300,Namikupa,-10.83,39.6,66.76,95,44,3.67,1599964691,TZ
301,Padang,-0.95,100.35,83.86,61,100,3.29,1599964692,ID
302,Itamaracá,-7.75,-34.83,77.0,73,40,11.41,1599964692,BR
303,Greenville,35.61,-77.37,70.57,77,1,6.93,1599964692,US
304,Empalme,27.97,-110.82,91.85,52,5,5.82,1599964693,MX
305,Pemberton,50.32,-122.8,64.4,63,5,3.36,1599964693,CA
306,Canatlán,24.52,-104.78,62.01,87,100,3.0,1599964694,MX
307,Makkaveyevo,51.75,113.95,51.8,93,75,6.71,1599964694,RU
308,Usinsk,65.99,57.53,42.62,92,100,14.03,1599964694,RU
309,Hasaki,35.73,140.83,80.29,83,75,4.7,1599964695,JP
310,Palo del Colle,41.06,16.7,70.77,88,6,4.7,1599964695,IT
311,Jiwani,25.05,61.74,82.4,73,1,4.21,1599964695,PK
312,Tuatapere,-46.13,167.68,48.0,97,100,3.0,1599964696,NZ
313,Alenquer,-1.94,-54.74,80.6,88,9,3.36,1599964619,BR
314,Birin,26.89,88.07,80.6,88,75,2.24,1599964696,NP
315,Kilindoni,-7.91,39.67,77.27,81,2,13.11,1599964696,TZ
316,Narsaq,60.92,-46.05,35.6,47,81,6.93,1599964697,GL
317,West Odessa,31.84,-102.5,76.48,61,1,8.05,1599964697,US
318,Bluffton,32.24,-80.86,81.14,78,75,8.05,1599964478,US
319,Ngunguru,-35.62,174.5,66.0,48,0,8.01,1599964698,NZ
320,Kutum,14.2,24.67,74.12,67,86,4.68,1599964698,SD
321,Alanya,36.54,32.0,71.6,94,0,5.82,1599964698,TR
322,Tuy Hoa,13.08,109.3,89.06,57,1,1.21,1599964563,VN
323,Vostok,46.49,135.88,62.11,38,100,7.9,1599964699,RU
324,Toguchin,55.24,84.39,53.02,66,42,5.06,1599964699,RU
325,Rusape,-18.53,32.13,49.21,81,0,2.35,1599964700,ZW
326,Praia,14.92,-23.51,79.03,86,99,17.07,1599964700,CV
327,Le Vauclin,14.55,-60.84,77.59,88,71,2.24,1599964700,MQ
328,Tual,-5.67,132.75,79.12,77,24,19.04,1599964700,ID
329,Sur,22.57,59.53,84.97,46,65,3.06,1599964701,OM
330,Guerrero Negro,27.98,-114.06,76.64,54,0,14.12,1599964615,MX
331,Nikolskoye,59.7,30.79,55.13,87,90,15.66,1599964701,RU
332,Charopo,41.27,23.38,64.99,53,0,5.01,1599964702,GR
333,Baker City,44.77,-117.83,65.66,63,90,2.59,1599964664,US
334,Teluknaga,-6.1,106.64,85.03,66,20,5.82,1599964702,ID
335,Luwingu,-10.26,29.93,60.39,61,88,6.35,1599964703,ZM
336,Sambava,-14.27,50.17,68.79,86,36,12.08,1599964703,MG
337,Altamont,42.21,-121.74,75.04,19,90,11.41,1599964703,US
338,Gao,16.64,1.64,89.47,32,0,6.2,1599964704,ML
339,Vanimo,-2.67,141.3,87.71,62,97,8.5,1599964704,PG
340,Vicuña,-30.03,-70.71,53.01,60,0,0.76,1599964705,CL
341,Juazeiro,-9.41,-40.5,69.78,68,0,19.98,1599964705,BR
342,Amroha,28.92,78.47,84.74,68,0,4.63,1599964705,IN
343,Parrsboro,45.4,-64.33,51.75,65,66,5.01,1599964706,CA
344,Arlit,18.74,7.39,91.35,17,0,2.98,1599964706,NE
345,Erenhot,43.65,111.98,69.67,37,99,10.29,1599964707,CN
346,Cap Malheureux,-19.98,57.61,68.0,83,0,5.99,1599964707,MU
347,Roald,62.58,6.13,50.76,76,100,31.09,1599964708,NO
348,Hässleholm,56.16,13.77,54.9,87,100,10.29,1599964708,SE
349,Pangai,-19.8,-174.35,71.51,69,44,18.99,1599964708,TO
350,Tessalit,20.2,1.01,89.19,15,0,4.97,1599964709,ML
351,Fort Morgan,40.25,-103.8,62.6,36,1,5.82,1599964653,US
352,Pulandian,39.4,121.97,75.2,73,75,8.95,1599964709,CN
353,Laguna,38.42,-121.42,78.96,36,90,6.91,1599964667,US
354,Taltal,-25.4,-70.48,55.33,76,22,5.61,1599964710,CL
355,San Ignacio,17.16,-89.07,73.0,88,92,0.65,1599964710,BZ
356,Rio Grande,-32.03,-52.1,57.0,95,100,3.62,1599964601,BR
357,Aripuanã,-9.17,-60.63,79.57,47,15,1.45,1599964711,BR
358,Fare,-16.7,-151.02,79.88,75,80,10.11,1599964711,PF
359,Talnakh,69.49,88.4,51.8,87,99,13.42,1599964712,RU
360,Alta Floresta,-9.88,-56.09,77.47,31,0,4.32,1599964712,BR
361,Mayumba,-3.43,10.66,73.76,87,59,5.19,1599964713,GA
362,Liberal,37.04,-100.92,71.6,46,1,4.7,1599964713,US
363,Prainha,-1.8,-53.48,79.12,64,11,3.33,1599964713,BR
364,Port Blair,11.67,92.75,84.52,71,100,6.69,1599964671,IN
365,Tangier,35.78,-5.81,75.2,69,100,2.24,1599964714,MA
366,Omsukchan,62.53,155.8,49.37,57,68,16.15,1599964715,RU
367,Eydhafushi,5.1,73.07,82.06,78,100,11.61,1599964715,MV
368,Nagato,34.38,131.2,77.77,65,75,8.05,1599964716,JP
369,Boralday,43.36,76.86,59.0,51,20,4.47,1599964716,KZ
370,Kolda,12.88,-14.95,73.63,97,100,3.71,1599964717,SN
371,Rome,43.21,-75.46,64.13,68,75,5.82,1599964717,US
372,Santa Cruz de la Sierra,-17.8,-63.17,77.0,78,0,6.93,1599964717,BO
373,Kaili,-3.46,120.21,77.29,61,75,4.88,1599964718,ID
374,Finale Ligure,44.17,8.34,77.31,53,5,11.41,1599964718,IT
